step,x,y
0,3.725485503603204e-16,5.235339030176779e-41
1,3.727893890257047e-16,5.242694441150368e-41
2,0.0038249999991016963,5.823265785280368e-08
3,0.033974996101966484,1.3068110036470893e-05
4,0.09412478589149732,0.00016148421039713503
5,0.18383008056872158,0.0008348020136401435
6,0.2838172156766963,0.0024141629318523324
7,0.38378167901290505,0.005058806088604388
8,0.4837052648100041,0.008948468782659943
9,0.5835639239711394,0.01424602151838162
10,0.6833277364721543,0.02109881768308202
11,0.7829610661630477,0.02963948336657233
12,0.8824265262100287,0.0399524018539519
13,0.9816983561271049,0.0519887174854396
14,1.0807738565494138,0.06554910729300335
15,1.1796803848929645,0.08029412697193399
16,1.2784650515478666,0.09583624140872472
17,1.377179004654351,0.11182213126471158
18,1.4758725427002828,0.12793378496245683
19,1.5745922764602196,0.14388391231119624
20,1.6733791582197204,0.159412164696982
21,1.7920593439991852,0.17715766562705682
22,1.8712824565327355,0.18827809642479548
23,1.9704429478891399,0.2012041309476849
24,2.069758106747925,0.21288098544441347
25,2.169229004495995,0.22314517423640634
26,2.2688485074637716,0.23184752674489206
27,2.368601585780387,0.2388520548418082
28,2.4684657038477122,0.2440349749156608
29,2.568411266415848,0.2472838570074927
30,2.6684020998822966,0.2484968785832049
31,2.788390969913946,0.24713647379573003
32,2.888324905206375,0.2435611920539238
33,2.968197221565835,0.23906295358600235
34,3.067902819146657,0.23142132127728218
35,3.167430395829721,0.22172809835107454
36,3.266775372125889,0.21031011098308905
37,3.3659441998122195,0.19744967675016897
38,3.4649403666496683,0.1833203706869362
39,3.5637748526033732,0.16809988477677867
40,3.6624754496176704,0.15203289667489459
41,3.7610833192354893,0.1354053805789861
42,3.8596504381483854,0.11853759147805606
43,3.9582273621171917,0.1017272784412355
44,4.056859443413305,0.08524411086310131
45,4.155585290306566,0.06933289717014415
46,4.254435793096503,0.05421638213537116
47,4.353433559531711,0.04009758099390722
48,4.452592500034224,0.027160466939234833
49,4.55191559175929,0.01555186866043062
50,4.651398946086849,0.005409713619984557
51,4.751031568935488,-0.003141038693508315
52,4.850790603254277,-0.010063500511899857
53,4.950643080182135,-0.015478312608282627
54,5.050556494140449,-0.019625741654311264
55,5.150506901960473,-0.022764537331271317
56,5.250477574435554,-0.025180675122075766
57,5.350457226496994,-0.027196705970098857
58,5.430442431707245,-0.028735169959596747
59,5.550415694556278,-0.031264823982402136
60,5.650381780790848,-0.03386347717810678
61,5.7503271393007305,-0.037160545027878585
62,5.850238094465867,-0.04136951967229112
63,5.95009617888497,-0.046683965610893954
64,6.0698223101636755,-0.05476625711528271
65,6.1495533948521635,-0.0613140719881754
66,6.249088674650025,-0.07093171787401141
67,6.368288888214265,-0.0847430175290619
68,6.447572608953895,-0.09541856089366399
69,6.566158914441233,-0.11376491232782597
70,6.644949214907132,-0.12761905273107987
71,6.743085926489039,-0.1468233095921384
