Wall time,Step,Value
1748878922.638731,8,-146.48458862304688
1748878985.2071676,16,176.03353881835938
1748879048.0641205,24,-126.11651611328125
1748879110.7459042,32,-42.285186767578125
1748879173.8396878,40,-128.7544708251953
1748879236.8632317,48,133.34906005859375
1748879299.916166,56,-67.2597885131836
1748879363.0701694,64,76.59725189208984
1748879425.6885512,72,-89.94122314453125
1748879488.328073,80,-91.21018981933594
1748879551.0464754,88,-60.9930534362793
1748879613.8265827,96,-85.88873291015625
1748879676.6677477,104,26.233875274658203
1748879739.3464696,112,-72.71221160888672
1748879802.3598714,120,-40.47621536254883
1748879865.0210748,128,-18.255020141601562
1748879927.7713504,136,1.7650119066238403
1748879990.719487,144,241.4724578857422
1748880053.5699742,152,235.36013793945312
1748880117.0639374,160,79.03497314453125
1748880180.6720653,168,240.80323791503906
1748880243.7260957,176,-17.282724380493164
1748880306.9277172,184,238.53297424316406
1748880369.6719372,192,169.10330200195312
1748880432.4136293,200,239.26785278320312
1748880495.0321817,208,241.5934600830078
1748880558.3976746,216,239.36767578125
1748880621.0424566,224,183.7411346435547
1748880683.548598,232,232.9540252685547
1748880746.2865655,240,211.31005859375
1748880809.6986327,248,198.3183135986328
1748880873.1286035,256,236.94627380371094
1748880935.9586759,264,57.72049331665039
1748880998.689019,272,238.78524780273438
1748881062.1146247,280,231.48287963867188
1748881124.6909182,288,238.46116638183594
1748881187.4922721,296,240.71615600585938
1748881250.3128614,304,240.8916778564453
1748881312.9258912,312,240.27870178222656
1748881376.3213308,320,245.71749877929688
1748881440.150765,328,233.33326721191406
1748881502.7884386,336,241.38473510742188
1748881565.4436266,344,196.2482452392578
1748881627.9089637,352,229.02035522460938
1748881691.286246,360,242.8238983154297
1748881753.9521992,368,237.49720764160156
1748881816.881532,376,241.9025421142578
1748881879.3611004,384,235.242919921875
1748881942.115302,392,245.00958251953125
1748882005.611473,400,241.7923583984375
1748882069.168809,408,242.81346130371094
1748882132.8157613,416,245.63388061523438
1748882196.7132728,424,241.6514129638672
1748882260.6865418,432,235.02154541015625
1748882323.0736578,440,240.8074493408203
1748882385.6339366,448,244.69468688964844
1748882449.364761,456,244.00868225097656
1748882512.9953194,464,244.27862548828125
1748882576.5358903,472,243.26300048828125
1748882639.0376642,480,243.0737762451172
1748882701.8561144,488,241.33511352539062
1748882765.4126818,496,236.96636962890625
1748882829.627487,504,-56.989646911621094
1748882893.2304354,512,137.7653350830078
1748882956.7314346,520,238.56185913085938
1748883019.4075992,528,241.6873016357422
1748883082.184858,536,241.579345703125
1748883145.4050326,544,231.91453552246094
1748883207.8442152,552,231.58717346191406
1748883271.3064725,560,239.65545654296875
1748883334.7035825,568,242.25318908691406
1748883398.8744082,576,239.94578552246094
1748883461.567599,584,17.13065528869629
1748883524.3704863,592,85.32577514648438
1748883587.1782446,600,227.9582977294922
1748883651.4794068,608,210.41558837890625
1748883715.2572114,616,235.14268493652344
1748883777.988169,624,241.95138549804688
1748883843.0831118,632,244.72666931152344
1748883905.7644145,640,245.56182861328125
1748883969.181967,648,241.3141326904297
1748884033.0301707,656,130.00381469726562
1748884095.6194606,664,243.79273986816406
1748884160.3088138,672,243.33416748046875
1748884224.2095788,680,242.6582794189453
1748884287.4503987,688,229.84193420410156
1748884352.1532156,696,242.44972229003906
1748884415.826611,704,239.316162109375
1748884479.996321,712,242.3043975830078
1748884542.5438066,720,243.20643615722656
1748884605.9903362,728,244.3643341064453
1748884668.4534822,736,58.95103454589844
1748884731.2820983,744,212.16749572753906
1748884794.635869,752,204.69374084472656
1748884859.3628187,760,240.64425659179688
1748884922.0183702,768,213.3076934814453
1748884985.416439,776,242.21995544433594
