step,angular_command
264,0.6491098154078615
265,0.4521923456533238
266,0.2985702375084598
267,0.33859696126553485
268,0.380624067739657
269,0.30995039579193595
270,0.17806479290966748
271,-0.1326514455766361
272,-0.1016988929275291
273,-0.12079125377680179
274,0.04141310042935885
275,-0.15202986170094415
276,0.026970107570600074
277,-0.019800743509612386
278,-0.08237438920587035
279,-0.01819139089599065
280,-0.2572190598298149
281,-0.48005334188087045
282,-0.4043037876951722
283,-0.5016417791274805
284,-0.3670806460459365
285,-0.4984237671907279
286,-0.32144526488690306
287,-0.08269918255980918
288,-0.15969708765629206
289,-0.06257507198610199
290,-0.21953947241595193
291,-0.04032752242528956
292,-0.10645878840278081
293,-0.06686602006508255
294,-0.03731131930259208
295,0.019199061737704894
296,-0.021209117678429652
297,-0.026156536947030004
298,0.019623466782533405
299,0.05939309141728708
300,0.06474626475756765
301,0.17820764770040692
302,0.24618424408585673
303,0.38912811679706566
304,0.49333664935972205
305,0.5005145173619403
306,0.43855442215454077
307,0.28920267598446253
308,0.19245699697366586
309,0.12033304952126604
310,0.17840758530079626
311,0.22974405385499708
312,0.34402302690557496
313,0.35096573483693894
314,0.07845231648508513
315,-0.002937884833845862
316,0.03336081237146918
317,-0.027474407043211017
318,0.0010674316880040884
319,-0.23170554802439078
320,-0.43566714044347427
321,-0.37106383463893844
322,-0.43345873787808575
323,-0.2318457475738298
324,-0.2868927288060983
325,-0.4168686923984607
326,-0.4236054341318949
327,-0.40017235321064
328,-0.1622631493169212
329,-0.12651377854950235
330,-0.15707684414332015
331,-0.06584996878824068
332,0.03335214227631686
333,0.042162101955577715
334,0.11308749223148373
335,0.27810299389637394
336,0.31998337204410454
337,0.47114186909405065
338,0.5683172126474516
339,0.6587131883605097
340,0.7126433736217659
341,0.7275259355994909
342,0.7710967622404291
343,0.8140799317303792
344,0.6481740951021956
345,0.5423141038056525
346,0.40875344136808495
347,0.4275582607747904
348,0.3681949574066454
349,0.2721259057590641
350,0.3047801446962847
351,0.07452851677278138
352,-0.04196995992424469
353,-0.18408889521433577
354,-0.14261032257965767
355,0.020640490649699222
356,0.08380768024821215
357,0.016454473900093573
358,0.016469187823043026
359,-0.1682094344487051
360,-0.28561705413392996
361,-0.1934316132868555
362,-0.09983811200496144
363,-0.0836723833738328
364,-0.1811923774700356
365,0.016430335756669967
366,0.10724569883105295
367,0.11467325854609406
368,0.19947258351064717
369,0.13822810031445718
370,0.197667234383328
371,0.056240658233177934
372,0.014024540472754431
373,-0.08279995492884515
374,0.06388094961392582
375,-0.20406621438440292
376,0.0064253765391943385
377,-0.07969548993971484
378,-0.18758340562946174
379,-0.06080561697380346
380,0.06458761817288775
381,-0.09069750340530609
382,0.12689884163712922
383,0.18103836735529527
384,0.10040113660007692
385,-0.0452049411076607
386,-0.09425988303788613
387,-0.2558533127607671
388,0.0717667576818429
389,0.0487392530842755
390,-0.03240904905369941
391,-0.011540595825311981
392,-0.0394421174079758
393,-0.09267019011233324
394,-0.18785700842100234
395,-0.27372841985077156
396,-0.22769618199006064
397,-0.30068017061566055
398,-0.3206105183681877
399,-0.2678505967840276
400,-0.3291642619718418
401,-0.2844965157394125
402,-0.10793731791170037
403,0.07031821084346256
404,0.19903510024774188
405,0.18569526570478756
406,0.1699481804987567
407,0.14614379528905394
408,0.1480209210179429
409,0.18419836909209952
410,0.18190314338052954
411,0.19950476761471508
