step,x,y
0,4.225989367618972e-16,6.888568740802684e-41
1,4.228685464091261e-16,6.89815263770004e-41
2,0.000974999999921787,-1.9702040937457223e-09
3,0.023624999324030123,-4.626047987713235e-06
4,0.07627495952800203,-6.557668041282973e-05
5,0.1589245648796897,-0.00031525626696934705
6,0.25883108571937324,-0.000854040001714877
7,0.35882787062221333,-0.0016522653696089031
8,0.45882223329136784,-0.002711530410270002
9,0.5588137944243624,-0.004009087388797772
10,0.6588025908861946,-0.005505067584285148
11,0.7387917933246272,-0.006819112117025917
12,0.858771849810985,-0.00900512837898256
13,0.9587506358193594,-0.011063901581893599
14,1.0587257517123838,-0.013294331153029948
15,1.1586987825331438,-0.015616590442458672
16,1.2586722746035461,-0.017918833096717348
17,1.3586478810632292,-0.020127285472688692
18,1.458626047160019,-0.022216453585633053
19,1.5586076544170127,-0.0241334454048043
20,1.67859076500828,-0.02614449628642285
21,1.7585821776482775,-0.02731610426444914
22,1.8585733096925787,-0.028647489396306864
23,1.9585646569356419,-0.029962690349742856
24,2.0585528650499594,-0.03149501742291013
25,2.1785269156673577,-0.03397743790016216
26,2.258496526865676,-0.03617792034425736
27,2.3784202107654524,-0.04044233787863472
28,2.458340902227949,-0.043999401282930575
29,2.5581981008854435,-0.04933348195445362
30,2.6579944336335894,-0.055705301534418376
31,2.7577177300346905,-0.06313294286507688
32,2.8573573345704104,-0.07160989734824764
33,2.9569025603657617,-0.08113115433227204
34,3.056338103010752,-0.0917362625726743
35,3.155645141884001,-0.10348345402655991
36,3.25480362025208,-0.1164244809815435
37,3.353791117249309,-0.13061382610883135
38,3.472322055545794,-0.1493255975939305
39,3.5511785434456984,-0.16280156120532335
40,3.6495593093803347,-0.180721049272498
41,3.7477270035464687,-0.19977356859143583
42,3.845678924509221,-0.21990625520571994
43,3.962944460595022,-0.2453745745061349
44,4.04096216013462,-0.2630723733539582
45,4.1577606521377,-0.29060419456743125
46,4.235488202039953,-0.3095359750500874
47,4.332511209749253,-0.3337538753382009
48,4.429399351241463,-0.3585059666953967
49,4.526164440694294,-0.3837348876844967
50,4.642119371813217,-0.41462843712050723
51,4.719315811988344,-0.43562128682756646
52,4.815677398380733,-0.46234985941135753
53,4.911879236930145,-0.48964778432642503
54,5.02711123966279,-0.5231370523809172
55,5.103805195214943,-0.5458972385346221
56,5.1995306338142555,-0.5748215757522952
57,5.314212099233781,-0.6101503904309536
58,5.390562316647582,-0.6340384257977209
59,5.485884419138994,-0.6642655831015114
60,5.600093500067704,-0.7010928913569596
61,5.676114405969901,-0.726009008781493
62,5.770989905009119,-0.7576098693138106
63,5.865685289446096,-0.789746391538211
64,5.960182191059455,-0.8224618459230089
65,6.054456765852564,-0.8558124683309172
66,6.148495378412898,-0.8898227387176596
67,6.242295113204802,-0.9244864119410443
68,6.335861303824135,-0.9597756945627182
69,6.447855070014606,-1.0028725486754384
70,6.522355899415308,-1.0320207271294417
71,6.615301569740204,-1.0689135081954215
72,6.70804220355528,-1.106318704968098
73,6.800562234471178,-1.1442662115066997
74,6.892853969139988,-1.1827656604381465
75,6.966534843968686,-1.2139284571687028
76,7.058474582025013,-1.2532612729309833
77,7.16861679523498,-1.300891899929577
78,7.260282342297854,-1.3408596699801658
79,7.3518613429735025,-1.3810253713621445
80,7.443370904135223,-1.4213490374559488
81,7.534805966353263,-1.4618413292206676
82,7.626144532432657,-1.5025507937126923
83,7.717362773682683,-1.5435291232720039
84,7.808428931791191,-1.5848442647857346
85,7.917466228295713,-1.6349524529879482
86,7.989997409921673,-1.6687047765463112
87,8.08046554049149,-1.7113133901301785
