step,x,y
0,3.748438935060829e-16,5.305676494291934e-41
1,3.751385710557222e-16,5.31474462105977e-41
2,0.0005129999999241323,4.034031575311964e-10
3,0.021062999409347728,4.0021907573633905e-06
4,0.07161292668893894,8.237604688444622e-05
5,0.1521616014695676,0.0005253735340998393
6,0.2518230869090925,0.0018019649270304202
7,0.35179651034378784,0.004085313830897006
8,0.45173551161392,0.007558071415052487
9,0.551617922744537,0.012388349617003658
10,0.6514157292178319,0.01872784957705883
11,0.7510963509591038,0.026698907868743793
12,0.8506272678149922,0.03636093849155807
13,0.949985991927936,0.04765880941839675
14,1.049177925854545,0.06034097372969331
15,1.1482363233023338,0.07402957039659083
16,1.247205518852231,0.08835019932120695
17,1.3461316934660172,0.10296561057456152
18,1.4450592459702698,0.1175716806905631
19,1.544028321415032,0.13189325385376896
20,1.6232566852859154,0.14297714193694508
21,1.7620644356354844,0.16120247999411175
22,1.8414905346123398,0.17076564373271502
23,1.9607908682260915,0.1836943671788756
24,2.0404335560964046,0.1912423707911461
25,2.1401047910614848,0.19933194041460453
26,2.2398945829534056,0.20579391007322617
27,2.339782483319133,0.21049828071370608
28,2.439740912447386,0.21332696105671028
29,2.5397356118812158,0.21417296034113606
30,2.6397261261007032,0.2129396900393659
31,2.7396666173246547,0.20954842024257453
32,2.839511173286699,0.20400777024787325
33,2.939227085953833,0.19649401117050386
34,3.058708902124244,0.18536885228105132
35,3.138271425093686,0.17701579362495012
36,3.2376488018642773,0.16587556749225443
37,3.356837571234848,0.15194624783452632
38,3.43628676038174,0.14257468338608859
39,3.535617285105475,0.13102309186456093
40,3.6349961353214995,0.11989570310977522
41,3.7344467557355445,0.10943035200039139
42,3.83398573492868,0.09984334145242915
43,3.9336222529670692,0.09133160126957003
44,4.03335782546052,0.08407451341937874
45,4.13318623770278,0.07823482171590915
46,4.233092202949417,0.07392209326710203
47,4.333051127076158,0.07108382791261522
48,4.433037341330425,0.06944979813839945
49,4.533033931421054,0.06864524771244371
50,4.633033334923869,0.06831129031986936
51,4.733033158762448,0.06812391048438426
52,4.833032568059666,0.06779023759728486
53,4.913030612276327,0.06723891929861879
54,5.033019669537006,0.06564812435212597
55,5.132993578555111,0.06338126648894976
56,5.252920944674608,0.059235598726888085
57,5.332831653363433,0.055465119280527664
58,5.432651098369002,0.04947397842090836
59,5.532364748268521,0.04192635484152326
60,5.631935958360406,0.032689666597474194
61,5.731322650984835,0.02164465695498221
62,5.830477613001181,0.008684475529354663
63,5.9293488463938795,-0.006286142013471183
64,6.027879957072355,-0.02335158945742226
65,6.126014103520064,-0.04256847803572912
66,6.223715056329245,-0.06387964701996159
67,6.320977575192307,-0.08711141390821592
68,6.417833277234061,-0.11198679765493177
69,6.514361329091499,-0.13810649216092835
70,6.6106556270906465,-0.16507625385950533
71,6.706809309471055,-0.19254367454758523
72,6.802911066378618,-0.22019240140625723
73,6.899042682031607,-0.24773704275025069
74,7.014542479628633,-0.280290821292022
75,7.091678831456192,-0.3015031676798846
76,7.188300467655498,-0.32727495189370515
77,7.285185326978139,-0.3520381568707091
78,7.382366007429026,-0.3756129788621552
79,7.479864865592462,-0.39783443280404746
80,7.57769410788606,-0.4185521642301557
81,7.67584392458246,-0.43769394145927
82,7.774258710362043,-0.4554251273851023
83,7.872858382498007,-0.4720996783164913
84,7.951822443094822,-0.48493193957625086
85,8.090094021305212,-0.5068627123439624
86,8.169111025303486,-0.5193652068772407
87,8.267844364327198,-0.5352307532267913
88,8.366496309693312,-0.5515941607350195
89,8.465024973293199,-0.5686834225274778
90,8.56338729679585,-0.5867045817490241
91,8.66153806420544,-0.6058435801315976
92,8.759429260612663,-0.6262678786377822
93,8.857009697141969,-0.6481278867718343
94,8.954224839291197,-0.6715582308454875
95,9.070319069217666,-0.7019154420222017
96,9.147324382107065,-0.7235961943106273
97,9.243083367656974,-0.7524037810568239
98,9.357175331870463,-0.7895823591049905
99,9.43268456168086,-0.816005651328626
100,9.545027958361565,-0.8581727339992394
101,9.619254722654624,-0.8880089436447623
102,9.711230246211775,-0.9272524427130604
103,9.80230026091206,-0.9685545947625066
104,9.892533586668497,-1.0116553910583004
105,9.982080566314478,-1.0561659256149465
106,10.071116853707919,-1.1016902802218695
107,10.159811656877649,-1.1478769158433801
108,10.248323791468932,-1.1944128963625886
109,10.336799807983187,-1.2410175524674065
110,10.42537286261838,-1.2874374199097385
111,10.514162125314632,-1.3334421779910368
112,10.603272578422944,-1.3788213793391577
113,10.692795099927338,-1.4233818093064785
114,10.782806753191965,-1.466945348344401
115,10.891555151788578,-1.5176745730348677
116,10.964539368003601,-1.5504346650315974
117,11.056349813851584,-1.590065616838786
118,11.1488296316904,-1.62810792836415
119,11.223306661526095,-1.6573149510155274
120,11.335851959871889,-1.698942689657191
121,11.43039698868515,-1.73151369735167
122,11.525617800793666,-1.762052187620421
123,11.621493953081037,-1.7904658649058591
124,11.71799749978687,-1.816669148714833
125,11.8150936100444,-1.8405828840596758
126,11.912741064796938,-1.8621345282678032
127,12.010885424557127,-1.8812970713013792
128,12.109443644009804,-1.8982052632745277
129,12.208325968268452,-1.9131043241946317
130,12.327311734465553,-1.9286578037863973
131,12.40678918311771,-1.9377826193838765
132,12.52617913629049,-1.949855873669361
133,12.605863170766055,-1.9569560306609795
134,12.705548113541292,-1.964882422019204
135,12.805304075569559,-1.9718596125218644
136,12.905113947333419,-1.9780194871185912
137,13.00496172057385,-1.9835327866654597
138,13.104832937892436,-1.988605374675332
139,13.20471429660603,-1.993475027234169
140,13.304593876701793,-1.998380882529882
141,13.404459996947757,-2.0035525603551267
142,13.504300402196735,-2.009197625748622
143,13.604105777999717,-2.0154313065081566
144,13.70387944222766,-2.022154723202162
145,13.80363846619173,-2.029092785215492
146,13.90340321877854,-2.0359477006676068
147,14.003191565728608,-2.0424489617081782
148,14.103017016634329,-2.0483512168499702
149,14.202887521077107,-2.053431625263955
150,14.282817682263529,-2.0567674684069903
151,14.402763460878845,-2.0603350308648256
152,14.48275254122037,-2.061629739492736
153,14.602750671024962,-2.0617497730180894
154,14.702734584898199,-2.060027186191677
155,14.802671423064815,-2.0565139120829796
156,14.902523021057235,-2.0510973933110255
157,15.002245521227122,-2.0436764571930817
158,15.101789804170798,-2.0341605900145074
159,15.201101937305856,-2.022469285652152
160,15.300123629292106,-2.0085314568823125
161,15.3987933391473,-1.9922886973823621
162,15.516661611474033,-1.9697901594039735
163,15.594896243364204,-1.953081001935257
164,15.692309785187259,-1.9304905533811756
165,15.808701452465591,-1.9012910707544188
166,15.886027594031518,-1.8807821291935856
167,15.982413599856473,-1.8541430939631842
168,16.0785226115891,-1.8265209580009172
169,16.174379052095517,-1.7980344269821695
170,16.270010374220675,-1.7688007342104155
171,16.365457078352353,-1.7389695100052887
172,16.46077087538581,-1.7087160701474247
173,16.55601987602232,-1.6782590983364671
174,16.651284687154572,-1.6478516556198615
175,16.746647598862953,-1.6177535182866398
176,16.842181212006114,-1.5882020511825194
177,16.93794462031895,-1.559404390851805
