Wall time,Step,Value
1748557922.2202568,8,-158.32009887695312
1748557979.5838068,16,122.97527313232422
1748558036.8665147,24,-38.39970779418945
1748558094.2800188,32,-44.505104064941406
1748558151.6957126,40,-37.29171371459961
1748558209.4049263,48,-22.0883731842041
1748558266.801206,56,24.43061065673828
1748558324.226889,64,172.73826599121094
1748558381.7330475,72,-93.45674896240234
1748558439.2109423,80,-92.33175659179688
1748558496.7290258,88,-56.63188171386719
1748558554.01927,96,181.059814453125
1748558668.834537,112,-122.0066909790039
1748558726.1830697,120,-68.44981384277344
1748558783.7577949,128,-42.9810791015625
1748558841.7311478,136,45.58107376098633
1748558898.7645879,144,230.06137084960938
1748558956.06365,152,83.23770141601562
1748559013.438932,160,109.82693481445312
1748559070.885917,168,228.46702575683594
1748559128.1300278,176,-85.32048797607422
1748559186.1616259,184,226.20504760742188
1748559244.1173627,192,222.3178253173828
1748559358.6212091,208,219.39505004882812
1748559416.762855,216,228.55494689941406
1748559474.3016508,224,215.59414672851562
1748559531.673284,232,225.47540283203125
1748559588.766252,240,216.4228973388672
1748559646.154882,248,229.15367126464844
1748559703.5375848,256,197.3964080810547
1748559761.884096,264,201.58120727539062
1748559819.9525032,272,237.02076721191406
1748559877.3774743,280,201.94834899902344
1748559935.3086839,288,235.17230224609375
1748559992.5495229,296,228.85076904296875
1748560050.7494621,304,232.28904724121094
1748560108.1890826,312,232.9307403564453
1748560166.2067604,320,230.06321716308594
1748560223.8171988,328,233.80979919433594
1748560340.2289422,344,59.475440979003906
1748560397.569127,352,222.215087890625
1748560456.4493961,360,226.7983856201172
1748560513.7017038,368,226.9764404296875
1748560572.1200132,376,221.22459411621094
1748560629.2489178,384,229.80294799804688
1748560686.592463,392,227.86199951171875
1748560743.8109725,400,190.62356567382812
1748560801.9118428,408,210.98355102539062
1748560860.0010796,416,235.90203857421875
1748560918.152788,424,181.4938201904297
1748560975.603674,432,216.9168243408203
1748561032.8261936,440,236.8495635986328
1748561090.7618108,448,238.39883422851562
1748561148.8558707,456,224.95721435546875
1748561206.1634736,464,231.34886169433594
1748561263.4580488,472,224.5978546142578
1748561377.9482427,488,231.0045166015625
1748561435.12716,496,238.17835998535156
1748561492.4873989,504,205.76853942871094
1748561549.8552032,512,226.472900390625
1748561665.3513434,528,223.2854766845703
1748561723.6097677,536,232.57315063476562
1748561781.0633278,544,226.1468963623047
1748561838.4385853,552,233.79931640625
1748561896.4296136,560,224.36122131347656
1748561953.8218498,568,232.82034301757812
1748562011.8336136,576,237.33694458007812
1748562070.1732914,584,228.69308471679688
1748562127.5748205,592,230.3025665283203
1748562185.7601757,600,215.71542358398438
1748562244.588591,608,230.45477294921875
1748562302.7986448,616,204.39785766601562
1748562362.4675052,624,233.46847534179688
1748562419.7996686,632,229.19247436523438
1748562477.2843175,640,235.62841796875
1748562537.2569003,648,230.0207061767578
1748562594.6983373,656,217.51145935058594
1748562654.529766,664,233.1424102783203
1748562711.866805,672,236.40509033203125
1748562770.8177252,680,230.52066040039062
1748562828.9750924,688,219.8197021484375
1748562887.115707,696,232.00929260253906
1748562945.9860575,704,232.19273376464844
1748563003.2726371,712,236.4835662841797
1748563061.4304564,720,232.18431091308594
1748563119.4518328,728,237.19549560546875
1748563235.202123,744,230.45314025878906
1748563292.570911,752,230.08004760742188
1748563352.7378347,760,225.47474670410156
1748563411.1443121,768,231.9495391845703
1748563469.1986842,776,235.2910614013672
1748563527.1381025,784,237.8323211669922
1748563585.1643357,792,231.53311157226562
1748563643.2870317,800,220.69659423828125
1748563700.5469325,808,231.46046447753906
1748563759.6272686,816,235.8693084716797
1748563818.0413706,824,223.22035217285156
1748563875.4713755,832,231.152099609375
1748563932.8851695,840,220.90306091308594
1748563991.0809705,848,203.3590850830078
1748564049.1613483,856,233.88755798339844
1748564107.3457265,864,226.63160705566406
1748564165.5671356,872,210.5771026611328
1748564224.7844875,880,231.9861297607422
1748564282.1653328,888,231.6660614013672
1748564339.3846123,896,239.41905212402344
1748564397.6607437,904,238.49285888671875
1748564514.832677,920,231.49411010742188
1748564572.8179188,928,239.10317993164062
1748564631.4271204,936,211.22703552246094
1748564689.6009288,944,236.39340209960938
1748564746.975886,952,127.0177001953125
1748564804.4473636,960,225.10867309570312
1748564861.6670022,968,209.05519104003906
1748564919.7573106,976,228.96739196777344
1748564978.0848086,984,228.01544189453125
1748565035.5844426,992,230.6686553955078
1748565094.641869,1000,166.4586639404297
1748565152.7708595,1008,225.70361328125
1748565211.0089045,1016,238.49551391601562
1748565268.5884967,1024,224.38169860839844
1748565326.8507857,1032,224.41180419921875
1748565385.877282,1040,233.6040802001953
1748565445.7561784,1048,237.7327117919922
1748565503.308995,1056,227.77951049804688
1748565562.414245,1064,200.27391052246094
1748565679.6314409,1080,238.71763610839844
1748565738.5640743,1088,219.7771453857422
1748565796.799236,1096,227.24786376953125
1748565854.253139,1104,236.98391723632812
1748565911.7077584,1112,229.71661376953125
1748565971.4848566,1120,221.03994750976562
1748566029.6855679,1128,235.63372802734375
1748566088.8100097,1136,235.21731567382812
1748566147.4462416,1144,205.06463623046875
1748566207.2162585,1152,231.73716735839844
1748566264.9901974,1160,235.2807159423828
1748566323.362501,1168,227.46908569335938
1748566380.9298165,1176,222.4418487548828
1748566439.4299562,1184,233.1162567138672
1748566496.7897813,1192,235.18296813964844
1748566615.0457451,1208,234.728271484375
1748566730.242087,1224,236.52957153320312
1748566789.4026322,1232,231.225830078125
1748566847.6266108,1240,236.47633361816406
1748566905.8328497,1248,17.86726951599121
1748566964.0421035,1256,235.70994567871094
1748567022.2694063,1264,230.70706176757812
1748567081.3046064,1272,231.68597412109375
1748567140.2487037,1280,236.10789489746094
1748567198.7044368,1288,228.77272033691406
1748567256.0440135,1296,239.55181884765625
1748567314.3176482,1304,217.9535675048828
1748567371.934052,1312,236.00808715820312
1748567429.4136229,1320,239.33314514160156
1748567487.6030538,1328,235.5553436279297
1748567545.9807851,1336,229.50477600097656
1748567661.7541296,1352,236.89210510253906
1748567720.8900464,1360,204.25140380859375
1748567780.1191242,1368,217.98912048339844
1748567839.2361467,1376,236.85765075683594
1748567897.6569085,1384,227.1829071044922
1748567956.139537,1392,232.95179748535156
1748568013.700362,1400,235.1165313720703
1748568073.8669271,1408,233.77642822265625
1748568133.7103903,1416,228.37059020996094
1748568192.8651571,1424,232.54327392578125
1748568251.9528549,1432,235.99069213867188
1748568312.888568,1440,242.9627685546875
1748568373.5923526,1448,236.0888671875
1748568432.0156803,1456,224.5073699951172
1748568490.3538423,1464,241.93673706054688
1748568550.501441,1472,228.51171875
1748568608.566078,1480,237.56591796875
1748568666.0215614,1488,233.83656311035156
1748568725.207962,1496,232.89794921875
1748568842.7637448,1512,235.56280517578125
1748568901.90724,1520,233.7535400390625
1748568961.0309932,1528,233.79478454589844
1748569018.592256,1536,230.33949279785156
1748569077.8252954,1544,240.64627075195312
1748569136.0425987,1552,235.12648010253906
1748569195.2931352,1560,230.6183319091797
1748569255.3615112,1568,241.38226318359375
1748569315.5074694,1576,230.4632110595703
1748569374.3722942,1584,226.8653106689453
1748569432.0057034,1592,239.9131317138672
1748569491.1607027,1600,228.21994018554688
1748569550.1331937,1608,238.6234588623047
1748569666.5196984,1624,232.7383270263672
1748569724.8864095,1632,233.23240661621094
1748569783.1423352,1640,217.8231201171875
1748569842.386306,1648,206.01043701171875
1748569901.4874074,1656,238.65513610839844
1748569961.3900516,1664,237.20541381835938
1748570019.8369992,1672,232.94577026367188
1748570077.2432482,1680,232.39315795898438
1748570137.1910553,1688,232.2374267578125
1748570195.3483331,1696,228.5810089111328
