step,x,y
0,0.0,0.0
1,4.0291393892377374e-16,6.208460452518312e-41
2,0.0005699999999198213,5.231313625854506e-10
3,0.021419999368814037,4.172302116651838e-06
4,0.07226992401332719,8.425107785925954e-05
5,0.15311856707296867,0.0005334862778569395
6,0.25282307908865825,0.0018098147569358893
7,0.352798593857681,0.00400553735553203
8,0.45274676084768467,0.007209834540445201
9,0.5526507753890206,0.011575350697790027
10,0.652487582896356,0.017271444769063782
11,0.7522283950381997,0.02445247985336007
12,0.8518409080764481,0.033234687468595425
13,0.9513052824506533,0.04356249568214831
14,1.0307758443656914,0.052748781462048866
15,1.149853016973501,0.06759925237671689
16,1.2291817455944476,0.07794082131911738
17,1.328316239828534,0.09106907994204597
18,1.4472885369179398,0.10674021328783229
19,1.5464818749602693,0.11941542886971512
20,1.6457510471727974,0.13148137808882376
21,1.7451174325840688,0.14271738271617432
22,1.8445948126315086,0.15292248614896412
23,1.9441890821647327,0.16191355983279443
24,2.043896809002572,0.16954277485222793
25,2.1437018946570237,0.17577019209072417
26,2.243583123337253,0.18062741577538358
27,2.34351788649159,0.18422256112275612
28,2.4434858781539206,0.18673717080762484
29,2.5434720573787377,0.18838430141801574
30,2.643467712729482,0.1892937987360706
31,2.74346729923898,0.18946376228963602
32,2.8434641810976315,0.1887292901446614
33,2.9434467864536527,0.18689612550335957
34,3.043397685064533,0.18378744569598807
35,3.143293416580633,0.1792429806223389
36,3.243104505595518,0.17311769588076276
37,3.3427956135998684,0.16528064265052778
38,3.4423257909493503,0.15561394608085527
39,3.541648799777442,0.14401190912297554
40,3.6407134849796723,0.13038021298502148
41,3.7394641753401245,0.11463519886230279
42,3.8574661108420316,0.09284857471977896
43,3.935780815362782,0.07652004292395648
44,4.033216826920416,0.05403119553297502
45,4.130089640996281,0.029228173808627606
46,4.226341499380973,0.0021155924514757478
47,4.3219008601568865,-0.027344516656773205
48,4.4166934985749,-0.05918511941385571
49,4.510643558436325,-0.09343179744029143
50,4.603673891553357,-0.13010314546542903
51,4.713986208710064,-0.17732574940024445
52,4.786662226954078,-0.21076150138164493
53,4.8764622574547145,-0.2547539923455812
54,4.965027168044936,-0.30118273942246354
55,5.052286463792314,-0.3500212525521524
56,5.13824171178222,-0.40112097617384335
57,5.2397784148360715,-0.46506984070430496
58,5.306558453622537,-0.5091185763352887
59,5.389089526556068,-0.5655841320450323
60,5.486902153846018,-0.6350989841013917
61,5.551482135046074,-0.6823152590920809
62,5.631620996542871,-0.7421289632861576
63,5.7112062169112745,-0.8026775677664715
64,5.79033773386457,-0.8638181282151268
65,5.86912689767724,-0.9253993682471511
66,5.947678570288152,-0.9872833490005594
67,6.026076721804924,-1.04936174024683
68,6.104401520943913,-1.1115326794476195
69,6.182750041445419,-1.1736737138703055
70,6.261234539416344,-1.2356428558415227
71,6.339996826298116,-1.2972583968703013
72,6.419179534439906,-1.3583324974336348
73,6.4989089102491375,-1.4186909515327293
74,6.579294783828905,-1.4781719884464313
75,6.660431314745451,-1.5366246184321115
76,6.742394277495336,-1.593912390327115
77,6.825184513505194,-1.6499981520190465
78,6.9087019430209065,-1.7049955816445852
79,6.975938891460353,-1.7483449087294518
80,7.077258390127073,-1.8126434824196063
81,7.178846394443949,-1.876517364597334
82,7.2465785014382655,-1.9190891979353697
83,7.3479958791378515,-1.9832334648424932
84,7.415384746374869,-2.026346413191799
85,7.499255236634666,-2.0808044843900007
86,7.582607209541148,-2.1360526313451755
87,7.648838180244974,-2.1809236535733136
88,7.747301325203941,-2.249514338134489
89,7.828427429894708,-2.3079810593229326
90,7.908609917996545,-2.3677350836177795
91,7.987780450404085,-2.428823416719975
92,8.065871560444487,-2.4912854910179125
93,8.142794793481023,-2.5551800477036912
