Wall time,Step,Value
1749055018.3653195,4,-134.56149291992188
1749055050.9957817,8,-135.9518280029297
1749055083.8495338,12,-113.3117446899414
1749055116.472554,16,107.69496154785156
1749055149.2960389,20,64.6784439086914
1749055181.097397,24,-8.679573059082031
1749055212.8875184,28,-82.44236755371094
1749055244.7738476,32,24.844507217407227
1749055276.7087502,36,-110.88307189941406
1749055308.3398972,40,5.945896148681641
1749055340.218614,44,-90.33654022216797
1749055371.7523146,48,221.02841186523438
1749055403.476929,52,156.0334930419922
1749055435.2302783,56,167.78689575195312
1749055467.034372,60,-122.80719757080078
1749055499.02868,64,139.21531677246094
1749055530.9254057,68,74.1417236328125
1749055562.8013947,72,-125.16801452636719
1749055594.668427,76,232.97216796875
1749055626.628129,80,-22.226713180541992
1749055658.4700315,84,233.96595764160156
1749055690.1385434,88,-84.12703704833984
1749055721.9806528,92,241.1232452392578
1749055753.915043,96,236.6853485107422
1749055785.4837153,100,239.6885223388672
1749055817.144334,104,-105.0091323852539
1749055848.9954484,108,228.1064910888672
1749055880.7540605,112,-87.85191345214844
1749055912.6673214,116,238.62486267089844
1749055944.375776,120,-76.48091888427734
1749055976.1182177,124,237.58193969726562
1749056007.8302727,128,232.92088317871094
1749056039.4286683,132,-1.9880573749542236
1749056071.0368307,136,-80.24424743652344
1749056103.4475095,140,86.39852142333984
1749056135.0650294,144,239.48422241210938
1749056166.5427418,148,235.9456787109375
1749056198.499693,152,243.1892547607422
1749056230.0826306,156,234.94113159179688
1749056261.8014264,160,243.3402862548828
1749056293.8206654,164,242.70518493652344
1749056325.3789973,168,245.64927673339844
1749056357.2390969,172,239.4075164794922
1749056388.9562082,176,241.2523956298828
1749056420.6664615,180,240.78823852539062
1749056452.5596948,184,243.50885009765625
1749056484.4295897,188,239.39588928222656
1749056516.4905572,192,244.6506805419922
1749056548.205106,196,242.2752227783203
1749056579.870564,200,243.80398559570312
1749056612.3010259,204,235.0777587890625
1749056644.0866585,208,245.2923583984375
1749056675.5556622,212,240.92059326171875
1749056707.187698,216,246.999755859375
1749056739.1074753,220,243.0281524658203
1749056771.0802398,224,244.00257873535156
1749056802.7779295,228,244.95152282714844
1749056834.4849062,232,245.498046875
1749056866.17175,236,242.39675903320312
1749056898.7783134,240,244.81776428222656
1749056930.4089565,244,245.82957458496094
1749056962.2540312,248,244.87913513183594
1749056992.9584906,252,240.91351318359375
1749057023.8446786,256,245.0471954345703
1749057054.7426064,260,245.2576904296875
1749057085.7512288,264,245.44606018066406
1749057116.8948302,268,245.61961364746094
1749057148.2486296,272,245.7327880859375
1749057179.875655,276,245.72079467773438
1749057212.3746545,280,248.5159454345703
1749057243.9282672,284,241.72023010253906
1749057276.4522235,288,246.45620727539062
1749057308.2531056,292,248.735107421875
1749057340.8333495,296,245.46746826171875
1749057372.6717339,300,250.81068420410156
1749057404.3942637,304,246.63597106933594
1749057436.1721826,308,245.34005737304688
1749057467.8146398,312,244.5038604736328
1749057499.9345124,316,248.65818786621094
1749057531.8553493,320,248.22769165039062
1749057563.6205707,324,247.641357421875
1749057595.58038,328,245.60250854492188
1749057628.1881697,332,246.56671142578125
1749057660.0439882,336,-37.8112907409668
1749057691.8485146,340,245.44529724121094
1749057724.203469,344,234.58421325683594
1749057755.9479444,348,247.0098419189453
1749057787.5096064,352,246.7461700439453
1749057818.9673266,356,246.97300720214844
1749057850.6772933,360,249.98617553710938
1749057882.8686664,364,249.37973022460938
1749057914.6951158,368,250.69369506835938
1749057946.4542265,372,250.35987854003906
1749057978.091609,376,250.76974487304688
1749058010.1387131,380,243.17672729492188
1749058042.5031161,384,250.10372924804688
1749058074.6923141,388,245.93643188476562
1749058107.3826232,392,250.3695068359375
1749058139.7239263,396,245.97413635253906
1749058172.3657577,400,246.14111328125
1749058204.297882,404,245.91793823242188
1749058236.2686565,408,248.44671630859375
1749058269.2197528,412,247.48556518554688
