step,angular_command
0,0.1719425618648529
1,0.38528787195682523
2,0.3789723274111747
3,0.4239873836338519
4,0.46656473526656617
5,0.4668148004463314
6,0.4194483618354498
7,0.5523069761485844
8,0.4992726866010519
9,0.3508393701436703
10,0.18524909025091021
11,0.03270061616063774
12,-0.14698500570880907
13,-0.3268635054037896
14,-0.4076966728492726
15,-0.580608421564788
16,-0.6084966737036737
17,-0.6187012607458613
18,-0.4764301945986715
19,-0.4551555334682918
20,-0.5270243995794613
21,-0.4435327012723954
22,-0.3907294304738829
23,-0.4357449791927409
24,-0.4577258852590611
25,-0.4818855423955761
26,-0.5832085300942311
27,-0.6571141444267863
28,-0.5846287701363786
29,-0.5529143368884719
30,-0.32906649301244395
31,-0.2583431835259547
32,-0.06427536752818873
33,0.13107534604371396
34,0.1627387627956327
35,0.044224926084075314
36,0.007088014259791137
37,0.12714960589249832
38,0.17043398807414303
39,0.2848604966499165
40,0.32984240993941116
41,0.34702640475391344
42,0.492252770971172
43,0.5698871818558763
44,0.35005782198543084
45,0.35036980416520747
46,0.31432638430894433
47,0.24724116479367725
48,0.29503015566376345
49,0.2665321963226323
50,0.11276059508689912
51,-0.09165922391158272
52,-0.12078571877300093
53,-0.15298548880213048
54,-0.2297765322535781
55,-0.35845367666151956
56,-0.43218048998958647
57,-0.5500760318087811
58,-0.5736063111695738
59,-0.620988195360816
60,-0.6205656743593827
61,-0.6704692037486504
62,-0.6260716949014294
63,-0.6508625829096535
64,-0.6291282652530202
65,-0.5967684899865776
66,-0.5608183980553778
67,-0.5223246145644389
68,-0.43339570858866194
69,-0.2158942187741712
70,0.07292552834344701
71,0.11317240826204375
72,0.07613545474748283
73,0.01218451134501227
74,-0.02927805333836049
75,0.00948272750127098
76,-0.04867346958574209
77,0.043933843440020215
78,0.11227598230674156
79,0.1440306475603978
80,0.15917434986343781
81,0.2538679161383466
82,0.34834975034988214
83,0.5438448252449175
84,0.3913916571457007
85,0.2812492272717925
86,0.37399627715589806
87,0.2886675716953431
88,0.36674415122090454
89,0.3262283318781164
90,0.3284674634019846
91,0.20366295100611645
92,0.029092319259579363
93,-0.2209304936581107
94,-0.37505452210677426
95,-0.4096073693283491
96,-0.44639961822566043
97,-0.4550234330953722
98,-0.5547002491636172
99,-0.6005806700486109
100,-0.7204064690340276
101,-0.7195310507504246
102,-0.6728740274907818
103,-0.6644810396434038
104,-0.6496011287570812
105,-0.531936455708799
106,-0.40635839676801366
107,-0.2544809180315415
108,-0.11080833707961002
109,-0.17728235626517524
110,-0.20487569086759438
111,-0.17659321446325782
112,0.12799455212181327
113,0.3895961864852693
114,0.5727173305396884
115,0.7009021313777819
116,0.3366493414097903
117,0.016000145790747267
118,-0.04534024707233903
119,-0.031125726284873464
120,0.27821199160058857
121,0.49072887145348076
122,0.3187696928780017
123,0.312911998877974
124,0.5190383992145817
125,0.39348138184202236
126,0.38187843827005985
127,0.04675485677836069
128,-0.13092640448488385
129,0.10437357439384547
130,0.3381234766011435
131,0.4816178215221066
132,0.21591125457215798
133,0.45113787820051054
134,0.501866539707551
135,0.6513065777952857
136,0.7559146044567
137,0.2665720950107117
138,0.17218768789154668
139,0.42053138152408265
140,0.5943719670668578
141,0.5305803932593995
142,0.37257448459592596
143,0.25029533641983065
144,0.2756630269310305
145,0.2376366855040193
146,0.4663456798528135
147,0.4749600732976347
148,0.6324720513083442
149,0.6986301274975669
150,0.6779819004055234
151,0.6176639408490519
152,0.3907217738464496
153,0.3381008009319022
154,0.334398598486499
155,0.5340790189405493
156,0.5069133545925367
157,0.27138071598401703
158,0.20089491148048366
159,0.17304850898660826
160,0.13163080809249803
161,-0.20785843433525136
162,-0.4226339456549304
163,-0.5377603111642313
164,-0.5771241979384818
165,-0.6020642834513464
166,-0.6239122432794526
167,-0.7100653069842306
168,-0.7615196419099881
169,-0.8174426892040112
170,-0.8189227756904122
171,-0.7619947258564421
172,-0.6933773621671211
173,-0.5247864569551715
174,-0.21270461198974427
175,-0.08563876919053141
176,-0.27521354496947426
177,-0.31032182652086066
178,-0.2161943581186834
179,-0.23373331492525062
180,0.1000937272532065
181,0.24767541036966398
182,0.354040235302588
183,0.449203732624867
184,0.6144426128374069
185,0.7301098289861847
186,0.8110768802903292
187,0.8121812527934251
188,0.8685268769553975
189,0.8158842689716987
190,0.5966943519162059
191,0.6769330811294758
192,0.7381994821881245
193,0.8167396375316871
194,0.717344833626841
195,0.770932415376252
196,0.7992728208254797
197,0.6417750227774893
198,0.3239943698871136
199,0.18747132530605795
200,0.01625648396767379
201,-0.06022316634366869
202,-0.14415926629103196
203,-0.37649154688574754
204,-0.43348754066189643
205,-0.40549652410122117
206,-0.3946686917821631
207,-0.32030106027881755
208,-0.2146996469097566
209,-0.2715953824478449
210,-0.459075991937582
211,-0.586748889327392
212,-0.7038354514720455
213,-0.643924032358099
214,-0.5554397436931116
215,-0.688807820585178
216,-0.49558021422700543
217,-0.0469061499589038
218,0.06237331469582057
219,0.23387274749883585
220,0.2565411490744949
221,0.40385233698115947
222,0.5125512911526197
223,0.6587859038068338
224,0.6976216187563974
225,0.7490504448951489
226,0.7895230636734609
227,0.8392251302815666
228,0.8306751190634601
229,0.7323610203771217
230,0.6915571284409261
231,0.7584908797821528
232,0.830943615847507
233,0.8816605310932548
234,0.6062268849121556
235,0.47947981507926357
236,0.5093559323345067
237,0.3521028122818578
238,0.218257856673129
239,0.05054005644151499
240,0.09084514740109692
241,-0.1577579461127502
242,-0.20146715023249265
243,-0.37964939042618784
244,-0.3989000546463692
245,-0.5770392635732744
246,-0.15486445759623227
247,-0.16656484866561774
248,-0.22504763667877115
249,-0.1294948558565668
250,-0.047389757175215506
251,-0.09888378588088144
252,-0.04145404736607722
253,-0.029486871046688318
254,-0.07029151161313683
255,-0.02927451201141319
256,-0.027881360376897542
257,0.02377186275768661
258,0.0901564254370716
259,0.062991207918045
260,0.13804443901415858
261,0.005391941050145385
262,0.06382133852006727
263,0.15628120703889145
264,0.12422575486079106
265,0.22959139498733155
266,0.129063489902654
267,0.07317554256125997
268,0.16961193790598011
269,-0.023776728934106164
270,-0.07217532527271892
271,-0.13508310409661917
272,-0.14826111142430454
273,-0.4037827779970132
274,-0.35952827146501276
275,-0.4491353945691948
276,-0.5738713007898824
277,-0.4738929920606004
278,-0.36923112047200707
279,-0.19378875395397063
280,-0.1319579615247031
281,-0.24936475493870636
282,-0.3149029612228644
283,-0.42749825117784346
284,-0.43758156894105993
285,-0.5582390159261308
286,-0.5542034795805273
287,-0.6256303751118104
288,-0.29219536230494425
289,-0.026172303874004793
290,0.14757515926848228
291,0.1578053311286694
292,0.29571786453771876
293,0.37236126314912044
294,0.1445267164301839
295,0.4011687015011287
296,0.5808180910507901
297,0.5076935708038056
298,0.6109202140230368
299,0.28232964710006125
300,0.3112880546343953
301,0.5179016382440766
302,0.29618109202994786
303,0.5073267644209635
304,0.14508342721999484
305,0.041954117866938895
306,0.3293678825068572
307,0.43811702584005086
308,0.5673027088080216
309,0.5493003820264397
310,0.6130466169534962
311,0.6760279689722446
312,0.4842046547080309
313,0.40498778260764096
314,0.12030588712207105
315,0.2151181875481023
316,0.06282917610502935
317,0.13155948287435063
318,-0.10732260926235336
319,-0.034586239939610484
320,0.1242983417113858
321,0.04574677730403009
322,-0.10040876895823914
323,-0.3146400465711672
324,-0.4166538784803254
325,-0.4921779263944339
326,-0.4694471548250951
327,-0.3968758536553528
328,-0.3581955310924155
329,-0.2545251433110547
330,-0.26426568715169213
331,-0.2812618619389924
332,-0.40108540101163725
333,-0.28984132916052335
334,-0.11786617693526978
335,-0.33973251084542677
336,-0.3150508643193988
337,-0.22096365876026586
338,-0.08546155225157086
339,0.10215873448408107
340,0.24875874568869194
341,0.07836409186218843
342,0.30192481321519876
343,0.3093021520942289
344,0.26750235619931284
345,0.487251649339519
346,0.45311570865677336
347,0.5321421314471619
348,0.5987149618502021
349,0.5505668381556761
350,0.653611984033726
351,0.6284839692965544
352,0.6333691426395155
353,0.6499631845747573
354,0.695486606226027
355,0.4947406507988393
356,0.2004592140735918
357,0.051745609855176344
358,-0.07205989709410575
359,-0.227200539168114
360,-0.06808897642242527
361,0.012630771084990791
362,-0.020762928735160148
363,-0.0021320096032423977
364,-0.0020298230611902716
365,-0.020615407583568054
366,-0.14546442044796298
367,-0.16935317525382065
368,-0.170686692658868
369,-0.1254550819244629
370,-0.2039646628750018
371,-0.07876345180241826
372,0.12598657544515537
373,-0.02197928175088361
374,0.0745281302796839
375,0.05130537616281974
376,-0.14444877120903643
377,-0.1814879098448759
378,-0.2808196249842171
379,-0.4235878618824151
380,-0.35052960143361156
381,-0.2452754802317576
382,0.03286730063281365
383,0.2017377532385323
384,0.4412164272669726
385,0.37424607051041137
386,0.5191297181530643
387,0.543217610682914
388,0.495869492447484
389,0.49644923256762413
390,0.5986316505357554
391,0.47430957280590647
392,0.3639953915883716
393,0.4363731870280435
394,0.24782301788118594
395,0.12507695618481415
396,-0.03825221196564352
397,-0.08447325145231308
398,-0.20192577183761828
399,-0.28019310850265666
400,-0.33640931619062153
401,-0.311028685182312
402,-0.23734468763767205
403,-0.1358008594015138
404,-0.0031770793089496707
405,-0.05710652065698895
406,-0.015321822610469805
407,0.03387762491615563
408,0.05819796094594761
409,0.030541967337418145
410,0.1401182400083164
411,0.1209916202552054
412,0.13437768417883453
413,0.015328160115102685
414,-0.14498228447475647
415,-0.34153421950128704
416,-0.50115054013581
417,-0.5652182341970566
418,-0.6143539179315463
419,-0.6133544842665599
420,-0.594409618793492
421,-0.6374844906856567
422,-0.6019006250988409
423,-0.4671721210165496
424,-0.38129249861424885
425,-0.4621133462132017
426,-0.47645933020896714
427,-0.5459659319336305
428,-0.45491854596640297
429,-0.42763146434181865
430,-0.20911542844541625
431,0.04668861041230529
432,0.24676928109758894
433,0.2944910718081758
434,0.506143750265723
435,0.40164905295852804
436,0.32330491199353123
