step,x,y
0,3.741499634527427e-16,5.284356451382663e-41
1,3.7445242114188613e-16,5.293643125716674e-41
2,0.0013049999999031239,-4.052869642549654e-09
3,0.02515499880947997,-6.211809903110793e-06
4,0.0933747924969045,-0.00015833641135588438
5,0.16285317795315818,-0.0006205001006278801
6,0.26282129503147733,-0.0020004723877440345
7,0.36279183678837207,-0.004405903507944567
8,0.4627258140735697,-0.008019833104517371
9,0.5626010201618495,-0.012997122855309072
10,0.6623939116798715,-0.019416209073386117
11,0.762087592967445,-0.027227931452292218
12,0.8616781476988036,-0.036262119581037054
13,0.9611726900746638,-0.0463004717464504
14,1.0605815516393382,-0.05715550589815936
15,1.1599169936688276,-0.06866390666317133
16,1.2591976357186798,-0.0806364900411312
17,1.3584467575954862,-0.0928679941258958
18,1.4576826035498796,-0.1052068097981712
19,1.5569097225736166,-0.11761561860672023
20,1.6561337765823472,-0.1300489236502203
21,1.7553648624751639,-0.14242595221984997
22,1.8546111757821706,-0.154680234491665
23,1.9737342839559784,-0.16916050203110153
24,2.0531739088363703,-0.17861262796232358
25,2.1525080609953875,-0.1901328912982707
26,2.251881492458859,-0.20130923565483708
27,2.3512969161743906,-0.21210551308912898
28,2.4308610715436063,-0.22044452598332873
29,2.5502581045406085,-0.2324578088555923
30,2.6697194108029825,-0.24381341344610413
31,2.7494027559988203,-0.2509232829983542
32,2.849061106307682,-0.259179522618811
33,2.948783150200093,-0.26662615125975975
34,3.0485669368215187,-0.27319342730909524
35,3.1484051172343226,-0.2788744919362902
36,3.248286349875342,-0.2837419757231418
37,3.3481981511843357,-0.2879375528402393
38,3.448129502039455,-0.2916405919995667
39,3.5480697806179218,-0.2950959803020992
40,3.667995253813518,-0.2993236025200596
41,3.7679186890846297,-0.303233398114996
42,3.8478394027872636,-0.3067918343485164
43,3.947705129686361,-0.31196572881467044
44,4.047514086738166,-0.3181359990484543
45,4.147242793100424,-0.3254878881629788
46,4.246862700217579,-0.3341886557363757
47,4.346342443643574,-0.34436640852477785
48,4.445653372945937,-0.35607703506435867
49,4.544775453788239,-0.36929194471709353
50,4.643703083773117,-0.3838924864459365
51,4.762158856267006,-0.4030751541863658
52,4.840978121180155,-0.4167676546295677
53,4.939341952803334,-0.43478095692274416
54,5.037536789472855,-0.45369420507284364
55,5.155158015501481,-0.4774668403355307
56,5.233450001397038,-0.49390908088686636
57,5.350716132269738,-0.5193763603017031
58,5.448301450813822,-0.5412186018702417
59,5.52628837545898,-0.5590520185215745
60,5.623673189781374,-0.5817715994309557
61,5.7209482388013,-0.6049566099017953
62,5.8375128814508495,-0.6334632028658175
63,5.9151007188341325,-0.6529596419080278
64,6.011922567162007,-0.677969263870481
65,6.108552249020445,-0.7037114191240318
66,6.204994224548909,-0.7301482197120156
67,6.301250061165306,-0.7572549558497632
68,6.397338677326592,-0.784948911269819
69,6.493318567991285,-0.8130176679989848
70,6.589267291133664,-0.8411928757019211
71,6.6852640777319925,-0.8692037485474583
72,6.781381439247147,-0.8967977125101579
73,6.877682022729392,-0.9237448144569819
74,6.974218101810975,-0.9498351129641375
75,7.0710314012106785,-0.9748764692409847
76,7.16815315569123,-0.9986927143011711
77,7.26560434167937,-1.021122124098334
78,7.3633934600980115,-1.0420284394596935
79,7.461501379001056,-1.0613840396246121
80,7.559881665530887,-1.079304978078325
81,7.658488438799747,-1.0959355230422063
82,7.757289235474556,-1.1113720579426565
83,7.856263544613582,-1.125654012274981
84,7.955396525382898,-1.1387894682021327
85,8.074549161548195,-1.1530165430418844
86,8.15408897557186,-1.161582461073684
87,8.253611381909192,-1.1713398971003295
